# REMINDER: You agreed to access this file under the terms of use described at http://hdl.handle.net/11529/10548142.,,,,,,,
# NOTICE: If you did not access this file from Dataverse at (http://hdl.handle.net/11529/10548142) you are not authorized to use or re-distribute any of the file contents. Please go to the site to access license terms and agree for access rights.,,,,,,,
,SampleID,value,phenotype,tester,year,locale,trialElv
57,SEEDGWAS1011,-0.5183,Anthesis silking interval,242913,2011B,San Pedro Lagunillas,19.3
58,SEEDGWAS1012,7.8124,Anthesis silking interval,242916,2012A,Ciudad Obregon,23.05
59,SEEDGWAS1012,2.3539,Anthesis silking interval,242916,2012A,Iguala,25.7
60,SEEDGWAS1012,0.2849,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
61,SEEDGWAS1012,0.0968,Anthesis silking interval,242916,2011B,Agua Fria,24.2
62,SEEDGWAS1012,1.4007,Anthesis silking interval,242916,2012A,Agua Fria,24.2
63,SEEDGWAS1012,1.3743,Anthesis silking interval,242916,2012A,Agua Fria,24.2
64,SEEDGWAS1012,0.9687,Anthesis silking interval,242916,2012B,Guadalupe-Victoria,24.2
65,SEEDGWAS1015,1.4412,Anthesis silking interval,242916,2012A,Agua Fria,24.2
66,SEEDGWAS1015,2.3849,Anthesis silking interval,242916,2012A,Iguala,25.7
67,SEEDGWAS1015,-0.0969,Anthesis silking interval,242916,2011B,Agua Fria,24.2
68,SEEDGWAS1015,0.6633,Anthesis silking interval,242916,2012A,Agua Fria,24.2
69,SEEDGWAS1015,2.7631,Anthesis silking interval,242916,2012B,Ciudad Obregon,23.05
70,SEEDGWAS1019,2.7503,Anthesis silking interval,242916,2012B,Ciudad Obregon,23.05
71,SEEDGWAS1019,0.5197,Anthesis silking interval,242916,2012A,Agua Fria,24.2
72,SEEDGWAS1019,-0.4213,Anthesis silking interval,242916,2011B,Agua Fria,24.2
73,SEEDGWAS1019,2.388,Anthesis silking interval,242916,2012A,Iguala,25.7
74,SEEDGWAS1020,2.3113,Anthesis silking interval,242916,2012A,Iguala,25.7
75,SEEDGWAS1020,1.5761,Anthesis silking interval,242916,2012A,Agua Fria,24.2
76,SEEDGWAS1020,2.7816,Anthesis silking interval,242916,2012B,Ciudad Obregon,23.05
77,SEEDGWAS1020,0.6567,Anthesis silking interval,242916,2012A,Agua Fria,24.2
78,SEEDGWAS1020,-0.4433,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
79,SEEDGWAS1020,-0.0547,Anthesis silking interval,242916,2011B,Agua Fria,24.2
80,SEEDGWAS1022,0.5709,Anthesis silking interval,242913,2012A,Agua Fria,24.2
81,SEEDGWAS1022,-0.1768,Anthesis silking interval,242913,2012A,Agua Fria,24.2
82,SEEDGWAS1022,2.2806,Anthesis silking interval,242913,2012A,Iguala,25.7
83,SEEDGWAS1023,1.5838,Anthesis silking interval,242914,2012A,Agua Fria,24.2
84,SEEDGWAS1023,3.163,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
85,SEEDGWAS1023,0.0936,Anthesis silking interval,242914,2011B,Agua Fria,24.2
86,SEEDGWAS1023,2.5626,Anthesis silking interval,242914,2012B,Agua Fria,24.2
87,SEEDGWAS1023,1.7079,Anthesis silking interval,242914,2012A,Agua Fria,24.2
88,SEEDGWAS1023,2.0567,Anthesis silking interval,242914,2011B,Tlaltizapan,24.8
89,SEEDGWAS1024,1.4726,Anthesis silking interval,242914,2012B,Guadalupe-Victoria,24.2
90,SEEDGWAS1024,1.7766,Anthesis silking interval,242914,2012A,Agua Fria,24.2
91,SEEDGWAS1024,-0.0734,Anthesis silking interval,242914,2011B,Agua Fria,24.2
92,SEEDGWAS1024,3.8229,Anthesis silking interval,242914,2012A,Iguala,25.7
93,SEEDGWAS1024,2.469,Anthesis silking interval,242914,2012A,Agua Fria,24.2
94,SEEDGWAS1024,3.1746,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
95,SEEDGWAS1025,3.8863,Anthesis silking interval,242914,2012A,Iguala,25.7
96,SEEDGWAS1025,1.6099,Anthesis silking interval,242914,2012A,Agua Fria,24.2
97,SEEDGWAS1025,3.2003,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
98,SEEDGWAS1025,-0.1644,Anthesis silking interval,242914,2011B,Agua Fria,24.2
99,SEEDGWAS1025,0.1283,Anthesis silking interval,242914,2011B,San Pedro Lagunillas,19.3
100,SEEDGWAS1025,1.4542,Anthesis silking interval,242914,2012A,Agua Fria,24.2
101,SEEDGWAS1026,3.5951,Anthesis silking interval,242913,2011B,Torreon,21.3
102,SEEDGWAS1026,2.2654,Anthesis silking interval,242913,2012A,Iguala,25.7
103,SEEDGWAS1026,-0.591,Anthesis silking interval,242913,2011B,Agua Fria,24.2
104,SEEDGWAS1026,0.8691,Anthesis silking interval,242913,2012A,Agua Fria,24.2
105,SEEDGWAS1026,0.7325,Anthesis silking interval,242913,2012A,Agua Fria,24.2
106,SEEDGWAS1027,-0.7531,Anthesis silking interval,242913,2011B,San Pedro Lagunillas,19.3
107,SEEDGWAS1027,6.0789,Anthesis silking interval,242913,2012A,Ciudad Obregon,23.05
108,SEEDGWAS1027,0.7325,Anthesis silking interval,242913,2012A,Agua Fria,24.2
109,SEEDGWAS1027,0.4167,Anthesis silking interval,242913,2012A,Agua Fria,24.2
110,SEEDGWAS1027,-0.4573,Anthesis silking interval,242913,2011B,Agua Fria,24.2
111,SEEDGWAS1027,2.2118,Anthesis silking interval,242913,2012A,Iguala,25.7
112,SEEDGWAS1029,0.2451,Anthesis silking interval,242913,2012A,Agua Fria,24.2
113,SEEDGWAS1029,-0.5738,Anthesis silking interval,242913,2011B,Agua Fria,24.2
114,SEEDGWAS1029,0.6842,Anthesis silking interval,242913,2012A,Agua Fria,24.2
115,SEEDGWAS1029,1.1912,Anthesis silking interval,242913,2012B,Guadalupe-Victoria,24.2
116,SEEDGWAS1029,2.1943,Anthesis silking interval,242913,2012A,Iguala,25.7
117,SEEDGWAS103,2.2318,Anthesis silking interval,242919,2012A,Iguala,25.7
118,SEEDGWAS103,0.4362,Anthesis silking interval,242919,2012A,Agua Fria,24.2
119,SEEDGWAS103,-0.7597,Anthesis silking interval,242919,2011B,Agua Fria,24.2
120,SEEDGWAS103,1.3761,Anthesis silking interval,242919,2012A,Agua Fria,24.2
121,SEEDGWAS1031,1.4233,Anthesis silking interval,242914,2011B,Celaya,19.3
122,SEEDGWAS1031,6.3369,Anthesis silking interval,242914,2011B,Torreon,21.3
123,SEEDGWAS1031,3.267,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
124,SEEDGWAS1031,-0.0516,Anthesis silking interval,242914,2011B,Agua Fria,24.2
125,SEEDGWAS1031,1.3906,Anthesis silking interval,242914,2012A,Agua Fria,24.2
126,SEEDGWAS1031,1.9926,Anthesis silking interval,242914,2011B,Tlaltizapan,24.8
127,SEEDGWAS1031,1.8537,Anthesis silking interval,242914,2012A,Agua Fria,24.2
128,SEEDGWAS1032,-0.4156,Anthesis silking interval,242913,2011B,Agua Fria,24.2
129,SEEDGWAS1032,0.5677,Anthesis silking interval,242913,2011B,San Pedro Lagunillas,19.3
130,SEEDGWAS1032,-0.0357,Anthesis silking interval,242913,2012A,Agua Fria,24.2
131,SEEDGWAS1032,0.2757,Anthesis silking interval,242913,2012A,Agua Fria,24.2
132,SEEDGWAS1032,0.8444,Anthesis silking interval,242913,2012B,Guadalupe-Victoria,24.2
133,SEEDGWAS1032,2.2732,Anthesis silking interval,242913,2012A,Iguala,25.7
134,SEEDGWAS1032,4.8779,Anthesis silking interval,242913,2012A,Ciudad Obregon,23.05
135,SEEDGWAS1033,5.5525,Anthesis silking interval,242916,2011B,Torreon,21.3
136,SEEDGWAS1033,1.2331,Anthesis silking interval,242916,2012B,Guadalupe-Victoria,24.2
137,SEEDGWAS1033,-0.9657,Anthesis silking interval,242916,2011B,Agua Fria,24.2
138,SEEDGWAS1033,1.1812,Anthesis silking interval,242916,2012A,Agua Fria,24.2
139,SEEDGWAS1033,2.2838,Anthesis silking interval,242916,2012A,Iguala,25.7
140,SEEDGWAS1033,-0.2079,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
141,SEEDGWAS1033,0.1792,Anthesis silking interval,242916,2012A,Agua Fria,24.2
142,SEEDGWAS1034,3.116,Anthesis silking interval,242916,2012A,Agua Fria,24.2
143,SEEDGWAS1034,0.4415,Anthesis silking interval,242916,2011B,Agua Fria,24.2
144,SEEDGWAS1034,0.9047,Anthesis silking interval,242916,2012A,Agua Fria,24.2
145,SEEDGWAS1034,1.1429,Anthesis silking interval,242916,2012B,Guadalupe-Victoria,24.2
146,SEEDGWAS1034,2.4743,Anthesis silking interval,242916,2012A,Iguala,25.7
147,SEEDGWAS1036,1.9063,Anthesis silking interval,242914,2012A,Agua Fria,24.2
148,SEEDGWAS1036,4.0082,Anthesis silking interval,242914,2011B,Torreon,21.3
149,SEEDGWAS1036,1.8848,Anthesis silking interval,242914,2012A,Agua Fria,24.2
150,SEEDGWAS1036,3.1947,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
151,SEEDGWAS1036,1.6632,Anthesis silking interval,242914,2011B,Tlaltizapan,24.8
152,SEEDGWAS1036,1.0103,Anthesis silking interval,242914,2011B,Celaya,19.3
153,SEEDGWAS1037,5.5635,Anthesis silking interval,242914,2011B,Torreon,21.3
154,SEEDGWAS1037,2.2233,Anthesis silking interval,242914,2012A,Agua Fria,24.2
155,SEEDGWAS1037,2.2036,Anthesis silking interval,242914,2012B,Agua Fria,24.2
156,SEEDGWAS1037,3.2461,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
157,SEEDGWAS1037,1.7985,Anthesis silking interval,242914,2011B,Tlaltizapan,24.8
158,SEEDGWAS1037,1.1334,Anthesis silking interval,242914,2012A,Agua Fria,24.2
159,SEEDGWAS1037,-0.0281,Anthesis silking interval,242914,2011B,Agua Fria,24.2
160,SEEDGWAS1037,1.3105,Anthesis silking interval,242914,2011B,Celaya,19.3
161,SEEDGWAS1039,2.3426,Anthesis silking interval,242916,2012A,Iguala,25.7
162,SEEDGWAS1039,0.4941,Anthesis silking interval,242916,2012A,Agua Fria,24.2
163,SEEDGWAS1039,0.2614,Anthesis silking interval,242916,2011B,Agua Fria,24.2
164,SEEDGWAS1039,1.0838,Anthesis silking interval,242916,2012A,Agua Fria,24.2
165,SEEDGWAS1039,2.8287,Anthesis silking interval,242916,2012B,Ciudad Obregon,23.05
166,SEEDGWAS104,-0.1826,Anthesis silking interval,242913,2011B,Agua Fria,24.2
167,SEEDGWAS104,0.7194,Anthesis silking interval,242913,2011B,San Pedro Lagunillas,19.3
168,SEEDGWAS104,0.2913,Anthesis silking interval,242913,2012A,Agua Fria,24.2
169,SEEDGWAS104,5.9078,Anthesis silking interval,242913,2012A,Ciudad Obregon,23.05
170,SEEDGWAS104,-0.6185,Anthesis silking interval,242913,2012A,Agua Fria,24.2
171,SEEDGWAS104,2.1535,Anthesis silking interval,242913,2012A,Iguala,25.7
172,SEEDGWAS104,0.9041,Anthesis silking interval,242913,2012B,Guadalupe-Victoria,24.2
173,SEEDGWAS1040,3.1859,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
174,SEEDGWAS1040,1.5205,Anthesis silking interval,242914,2012A,Agua Fria,24.2
175,SEEDGWAS1040,1.6889,Anthesis silking interval,242914,2012A,Agua Fria,24.2
176,SEEDGWAS1040,1.324,Anthesis silking interval,242914,2011B,Celaya,19.3
177,SEEDGWAS1040,2.3693,Anthesis silking interval,242914,2011B,Tlaltizapan,24.8
178,SEEDGWAS1040,4.0854,Anthesis silking interval,242914,2011B,Torreon,21.3
179,SEEDGWAS1043,-0.5191,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
180,SEEDGWAS1043,0.5573,Anthesis silking interval,242916,2012A,Agua Fria,24.2
181,SEEDGWAS1043,-0.3827,Anthesis silking interval,242916,2011B,Agua Fria,24.2
182,SEEDGWAS1043,1.1452,Anthesis silking interval,242916,2012B,Guadalupe-Victoria,24.2
183,SEEDGWAS1043,6.2879,Anthesis silking interval,242916,2012A,Ciudad Obregon,23.05
184,SEEDGWAS1043,2.4503,Anthesis silking interval,242916,2012A,Iguala,25.7
185,SEEDGWAS1043,-0.3485,Anthesis silking interval,242916,2012A,Agua Fria,24.2
186,SEEDGWAS1044,1.0026,Anthesis silking interval,242913,2012B,Guadalupe-Victoria,24.2
187,SEEDGWAS1044,0.0852,Anthesis silking interval,242913,2012A,Agua Fria,24.2
188,SEEDGWAS1044,3.5612,Anthesis silking interval,242913,2012A,Agua Fria,24.2
189,SEEDGWAS1044,0.4898,Anthesis silking interval,242913,2011B,San Pedro Lagunillas,19.3
190,SEEDGWAS1044,2.2909,Anthesis silking interval,242913,2012A,Iguala,25.7
191,SEEDGWAS1044,-0.5909,Anthesis silking interval,242913,2011B,Agua Fria,24.2
192,SEEDGWAS1045,1.555,Anthesis silking interval,242913,2012A,Agua Fria,24.2
193,SEEDGWAS1045,0.0294,Anthesis silking interval,242913,2011B,San Pedro Lagunillas,19.3
194,SEEDGWAS1045,1.0858,Anthesis silking interval,242913,2012B,Guadalupe-Victoria,24.2
195,SEEDGWAS1045,0.1971,Anthesis silking interval,242913,2012A,Agua Fria,24.2
196,SEEDGWAS1045,2.2188,Anthesis silking interval,242913,2012A,Iguala,25.7
197,SEEDGWAS1048,1.1359,Anthesis silking interval,242914,2012A,Agua Fria,24.2
198,SEEDGWAS1048,2.1156,Anthesis silking interval,242914,2011B,Tlaltizapan,24.8
199,SEEDGWAS1048,1.2631,Anthesis silking interval,242914,2011B,Celaya,19.3
200,SEEDGWAS1048,3.9924,Anthesis silking interval,242914,2011B,Torreon,21.3
201,SEEDGWAS1048,-0.8422,Anthesis silking interval,242914,2011B,Agua Fria,24.2
202,SEEDGWAS1048,3.1272,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
203,SEEDGWAS1048,2.056,Anthesis silking interval,242914,2012A,Agua Fria,24.2
204,SEEDGWAS1049,0.2434,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
205,SEEDGWAS1049,7.3912,Anthesis silking interval,242916,2012A,Ciudad Obregon,23.05
206,SEEDGWAS1049,-0.3208,Anthesis silking interval,242916,2011B,Agua Fria,24.2
207,SEEDGWAS1049,0.7416,Anthesis silking interval,242916,2012A,Agua Fria,24.2
208,SEEDGWAS1049,1.1981,Anthesis silking interval,242916,2012A,Agua Fria,24.2
209,SEEDGWAS1049,2.4973,Anthesis silking interval,242916,2012A,Iguala,25.7
210,SEEDGWAS105,-0.7985,Anthesis silking interval,242913,2011B,Agua Fria,24.2
211,SEEDGWAS105,0.289,Anthesis silking interval,242913,2012A,Agua Fria,24.2
212,SEEDGWAS105,2.1882,Anthesis silking interval,242913,2012A,Agua Fria,24.2
213,SEEDGWAS105,2.2559,Anthesis silking interval,242913,2012A,Iguala,25.7
214,SEEDGWAS105,-0.7544,Anthesis silking interval,242913,2011B,San Pedro Lagunillas,19.3
215,SEEDGWAS1050,2.236,Anthesis silking interval,242919,2012A,Agua Fria,24.2
216,SEEDGWAS1050,-0.0711,Anthesis silking interval,242919,2011B,Agua Fria,24.2
217,SEEDGWAS1050,1.5205,Anthesis silking interval,242919,2012B,Agua Fria,24.2
218,SEEDGWAS1050,2.3536,Anthesis silking interval,242919,2012A,Iguala,25.7
219,SEEDGWAS1050,0.8692,Anthesis silking interval,242919,2012A,Agua Fria,24.2
220,SEEDGWAS1050,0.6713,Anthesis silking interval,242919,2011B,San Pedro Lagunillas,19.3
221,SEEDGWAS1050,5.3961,Anthesis silking interval,242919,2012A,Ciudad Obregon,23.05
222,SEEDGWAS1051,2.8567,Anthesis silking interval,242914,2012A,Agua Fria,24.2
223,SEEDGWAS1051,3.1823,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
224,SEEDGWAS1051,3.5533,Anthesis silking interval,242914,2012A,Iguala,25.7
225,SEEDGWAS1051,-0.3861,Anthesis silking interval,242914,2011B,Agua Fria,24.2
226,SEEDGWAS1051,1.1773,Anthesis silking interval,242914,2012A,Agua Fria,24.2
227,SEEDGWAS1053,3.0723,Anthesis silking interval,242914,2012A,Agua Fria,24.2
228,SEEDGWAS1053,3.1481,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
229,SEEDGWAS1053,1.8618,Anthesis silking interval,242914,2012A,Agua Fria,24.2
230,SEEDGWAS1053,2.1238,Anthesis silking interval,242914,2011B,Tlaltizapan,24.8
231,SEEDGWAS1053,-0.1008,Anthesis silking interval,242914,2011B,Agua Fria,24.2
232,SEEDGWAS1054,0.8615,Anthesis silking interval,242913,2012B,Guadalupe-Victoria,24.2
233,SEEDGWAS1054,2.2438,Anthesis silking interval,242913,2012A,Iguala,25.7
234,SEEDGWAS1054,0.3991,Anthesis silking interval,242913,2012A,Agua Fria,24.2
235,SEEDGWAS1054,0.8588,Anthesis silking interval,242913,2012A,Agua Fria,24.2
236,SEEDGWAS1054,-0.6512,Anthesis silking interval,242913,2011B,Agua Fria,24.2
237,SEEDGWAS1057,3.163,Anthesis silking interval,242914,2012B,Ciudad Obregon,23.05
238,SEEDGWAS1057,1.8722,Anthesis silking interval,242914,2012A,Agua Fria,24.2
239,SEEDGWAS1057,1.9177,Anthesis silking interval,242914,2011B,Tlaltizapan,24.8
240,SEEDGWAS1057,2.628,Anthesis silking interval,242914,2012A,Agua Fria,24.2
241,SEEDGWAS1057,0.0523,Anthesis silking interval,242914,2011B,Agua Fria,24.2
242,SEEDGWAS1058,2.3916,Anthesis silking interval,242916,2012A,Iguala,25.7
243,SEEDGWAS1058,0.2942,Anthesis silking interval,242916,2011B,Agua Fria,24.2
244,SEEDGWAS1058,0.3318,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
245,SEEDGWAS1058,-0.1811,Anthesis silking interval,242916,2012A,Agua Fria,24.2
246,SEEDGWAS1058,1.2327,Anthesis silking interval,242916,2012A,Agua Fria,24.2
247,SEEDGWAS1059,0.8892,Anthesis silking interval,242916,2012B,Guadalupe-Victoria,24.2
248,SEEDGWAS1059,1.3497,Anthesis silking interval,242916,2012A,Agua Fria,24.2
249,SEEDGWAS1059,0.9495,Anthesis silking interval,242916,2012A,Agua Fria,24.2
250,SEEDGWAS1059,2.7722,Anthesis silking interval,242916,2012B,Ciudad Obregon,23.05
251,SEEDGWAS1059,2.4203,Anthesis silking interval,242916,2012A,Iguala,25.7
252,SEEDGWAS1059,0.0711,Anthesis silking interval,242916,2011B,Agua Fria,24.2
253,SEEDGWAS106,0.3326,Anthesis silking interval,242913,2012A,Agua Fria,24.2
254,SEEDGWAS106,0.4835,Anthesis silking interval,242913,2012A,Agua Fria,24.2
255,SEEDGWAS106,0.3751,Anthesis silking interval,242913,2011B,Agua Fria,24.2
256,SEEDGWAS106,0.3043,Anthesis silking interval,242913,2012B,Guadalupe-Victoria,24.2
257,SEEDGWAS106,6.71,Anthesis silking interval,242913,2011B,Torreon,21.3
258,SEEDGWAS1060,4.1898,Anthesis silking interval,242916,2011B,Torreon,21.3
259,SEEDGWAS1060,-0.6039,Anthesis silking interval,242916,2011B,Agua Fria,24.2
260,SEEDGWAS1060,2.7832,Anthesis silking interval,242916,2012B,Ciudad Obregon,23.05
261,SEEDGWAS1060,2.2999,Anthesis silking interval,242916,2012A,Iguala,25.7
262,SEEDGWAS1060,0.7551,Anthesis silking interval,242916,2012A,Agua Fria,24.2
263,SEEDGWAS1060,0.514,Anthesis silking interval,242916,2012A,Agua Fria,24.2
264,SEEDGWAS1061,7.3367,Anthesis silking interval,242916,2012A,Ciudad Obregon,23.05
265,SEEDGWAS1061,0.4287,Anthesis silking interval,242916,2011B,Agua Fria,24.2
266,SEEDGWAS1061,1.4759,Anthesis silking interval,242916,2012A,Agua Fria,24.2
267,SEEDGWAS1061,-0.5392,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
268,SEEDGWAS1061,1.1897,Anthesis silking interval,242916,2012A,Agua Fria,24.2
269,SEEDGWAS1061,2.0681,Anthesis silking interval,242916,2012A,Iguala,25.7
270,SEEDGWAS1062,0.9331,Anthesis silking interval,242913,2012A,Agua Fria,24.2
271,SEEDGWAS1062,0.7206,Anthesis silking interval,242913,2012B,Guadalupe-Victoria,24.2
272,SEEDGWAS1062,2.1669,Anthesis silking interval,242913,2012A,Iguala,25.7
273,SEEDGWAS1062,0.5658,Anthesis silking interval,242913,2012A,Agua Fria,24.2
274,SEEDGWAS1062,-0.562,Anthesis silking interval,242913,2011B,Agua Fria,24.2
275,SEEDGWAS1063,2.5445,Anthesis silking interval,242916,2012A,Iguala,25.7
276,SEEDGWAS1063,0.0951,Anthesis silking interval,242916,2011B,Agua Fria,24.2
277,SEEDGWAS1063,-0.664,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
278,SEEDGWAS1063,0.6325,Anthesis silking interval,242916,2012A,Agua Fria,24.2
279,SEEDGWAS1063,7.369,Anthesis silking interval,242916,2012A,Ciudad Obregon,23.05
280,SEEDGWAS1063,0.4044,Anthesis silking interval,242916,2012A,Agua Fria,24.2
281,SEEDGWAS1064,2.5061,Anthesis silking interval,242916,2012A,Iguala,25.7
282,SEEDGWAS1064,7.4696,Anthesis silking interval,242916,2012A,Ciudad Obregon,23.05
283,SEEDGWAS1064,0.9305,Anthesis silking interval,242916,2012A,Agua Fria,24.2
284,SEEDGWAS1064,-0.2016,Anthesis silking interval,242916,2012A,Agua Fria,24.2
285,SEEDGWAS1064,0.0729,Anthesis silking interval,242916,2011B,Agua Fria,24.2
286,SEEDGWAS1064,-0.3013,Anthesis silking interval,242916,2011B,San Pedro Lagunillas,19.3
287,SEEDGWAS1065,1.2316,Anthesis silking interval,242916,2012A,Agua Fria,24.2
288,SEEDGWAS1065,1.6967,Anthesis silking interval,242916,2012A,Agua Fria,24.2
289,SEEDGWAS1065,4.0197,Anthesis silking interval,242916,2011B,Torreon,21.3
290,SEEDGWAS1065,1.2855,Anthesis silking interval,242916,2011B,Celaya,19.3
291,SEEDGWAS1065,-0.0432,Anthesis silking interval,242916,2011B,Agua Fria,24.2
292,SEEDGWAS1065,1.9987,Anthesis silking interval,242916,2011B,Tlaltizapan,24.8
293,SEEDGWAS1066,0.8965,Anthesis silking interval,242916,2012A,Agua Fria,24.2
